customer_id,age,region,tenure_months,is_premium,monthly_spend,avg_txn_value,txns_last_30d,days_since_last_purchase,customer_service_calls,discounts_used_90d,complaints_90d,churn
8241,57,North,60,0,91.86,19.62,3,22,0,2,0,0
8242,72,South,23,0,72.24,32.78,1,53,0,2,0,0
8243,49,West,46,0,89.88,23.26,7,91,0,3,0,0
8244,63,North,15,0,68.2,19.02,4,14,3,2,0,0
8245,51,South,19,1,96.49,29.95,6,39,2,3,0,1
8246,68,West,70,0,84.95,15.22,2,67,0,4,0,0
8247,41,West,28,1,84.42,19.33,3,32,0,0,1,0
8248,39,North,2,1,70.88,21.43,4,72,1,1,0,0
8249,42,West,55,0,82.03,25.37,5,28,0,3,0,0
8250,74,North,10,1,100.2,40.37,7,38,2,4,0,0
8251,52,East,8,0,57.07,45.15,3,116,2,2,0,1
8252,26,North,60,0,99.79,24.67,6,38,2,1,0,0
8253,20,South,25,1,96.48,24.76,3,37,2,3,1,0
8254,47,North,10,0,58.38,24.77,3,63,0,2,0,0
8255,63,East,70,0,114.64,30.62,6,90,1,1,1,1
8256,45,North,20,0,81.04,33.24,5,30,0,0,1,0
8257,49,South,45,1,102.53,42.46,12,28,0,2,1,0
8258,63,East,19,0,68.28,29.58,4,21,0,3,0,0
8259,47,North,42,0,82.41,25.76,1,68,2,6,0,1
8260,69,West,50,0,62.06,30.89,4,66,0,0,0,0
8261,54,South,54,1,94.63,25.52,7,37,3,0,0,0
8262,59,North,30,1,101.94,18.93,8,55,1,0,1,0
8263,62,North,44,1,78.26,51.75,4,43,2,1,0,0
8264,53,South,60,0,78.79,24.62,4,11,1,1,0,0
8265,20,North,60,0,84.11,29.27,2,64,1,6,0,0
8266,42,South,54,1,150.55,12.59,5,33,0,1,0,0
8267,26,East,29,1,104.61,47.36,2,75,0,2,0,0
8268,47,South,38,0,95.46,34.25,2,85,1,2,0,1
8269,26,South,69,0,82.42,12.48,4,18,1,2,0,0
8270,47,West,18,1,94.43,32.46,5,73,3,0,1,0
8271,37,South,50,1,78.6,37.13,9,37,3,3,2,1
8272,19,East,57,0,83.54,14.89,6,29,1,2,0,0
8273,25,West,35,0,85.08,28.91,3,13,1,4,0,0
8274,46,North,62,0,69.74,33.37,6,88,3,2,0,0
8275,22,East,31,0,81.4,27.59,3,45,1,5,0,0
8276,66,West,60,1,117.14,22.47,4,73,0,1,0,0
8277,61,South,46,1,93.96,26.71,8,52,0,0,0,0
8278,58,West,4,0,49.48,24.01,6,63,2,3,0,0
8279,27,South,59,1,98.77,33.0,11,78,0,2,0,0
8280,63,East,50,1,99.8,33.17,7,68,0,0,0,0
8281,54,South,16,1,83.25,32.88,3,22,1,0,0,0
8282,40,North,50,1,112.64,20.57,6,12,1,2,0,0
8283,18,West,37,1,90.48,41.45,8,42,0,0,0,0
8284,48,North,67,1,137.53,40.02,3,66,1,1,1,0
8285,63,West,22,1,114.92,39.18,8,15,2,4,0,0
8286,19,East,19,1,93.04,38.44,5,67,1,3,0,1
8287,20,West,5,0,57.33,22.73,4,28,3,3,0,0
8288,39,West,56,0,80.0,20.14,3,80,0,2,0,0
8289,47,East,70,1,119.75,26.86,5,38,1,2,0,0
8290,45,West,49,0,91.88,37.34,4,40,0,3,0,0
8291,42,East,27,0,70.48,24.84,3,53,0,3,0,0
8292,32,South,63,1,105.6,21.72,9,49,1,2,0,0
8293,21,East,18,1,94.29,34.77,8,5,2,3,0,0
8294,19,North,50,0,86.04,8.33,5,41,0,2,0,0
8295,23,North,43,0,72.92,26.98,3,34,1,3,0,0
8296,57,North,61,1,112.2,36.14,5,48,0,2,1,0
8297,62,South,69,0,85.42,20.66,5,56,0,2,0,0
8298,42,North,26,0,61.73,17.48,6,95,2,1,1,1
8299,22,South,7,0,63.43,29.5,5,74,0,5,0,0
8300,41,East,12,1,77.38,34.34,14,52,0,2,0,0
8301,74,East,53,0,75.51,9.47,3,23,2,3,0,1
8302,32,West,26,0,88.69,34.63,2,49,1,3,0,0
8303,45,West,10,0,59.12,17.48,4,6,0,1,0,0
8304,48,West,58,0,116.65,14.45,6,62,1,1,0,0
8305,36,East,47,1,112.9,45.87,4,76,1,1,0,0
8306,42,North,10,1,72.69,43.48,3,50,2,3,0,0
8307,44,West,51,0,102.9,21.64,7,43,0,7,0,1
8308,45,North,46,1,92.25,24.98,6,54,1,1,0,0
8309,58,North,70,1,144.6,27.72,9,20,1,0,0,0
8310,51,South,71,0,98.89,21.5,0,56,0,4,0,0
8311,21,East,70,1,123.14,44.73,11,72,0,2,0,0
8312,18,East,64,0,92.46,35.36,7,94,0,3,0,0
8313,41,North,57,0,92.49,26.33,3,32,0,0,1,0
8314,69,East,48,1,100.56,40.2,9,5,0,2,0,0
8315,20,North,39,1,85.61,33.33,7,66,3,0,0,0
8316,22,South,57,0,93.6,18.02,3,70,0,2,0,0
8317,56,South,69,1,129.87,23.0,9,69,1,1,0,0
8318,43,South,9,1,66.64,37.58,9,41,0,2,1,0
8319,31,East,10,0,88.11,32.2,3,39,1,2,1,0
8320,29,North,36,1,107.02,30.91,12,13,1,1,0,0
8321,55,North,21,1,83.95,44.5,7,72,2,3,0,1
8322,47,North,38,0,72.18,21.92,1,31,0,1,0,0
8323,54,East,23,0,99.46,25.67,4,51,1,2,0,0
8324,33,West,56,0,102.08,23.23,6,79,1,3,1,0
8325,48,East,64,1,129.1,44.89,10,34,0,0,0,0
8326,67,East,21,0,66.73,28.94,6,94,1,2,0,0
8327,36,West,55,0,95.83,24.53,2,66,0,2,0,0
8328,40,North,8,0,69.24,25.61,3,65,0,8,0,0
8329,27,North,57,0,85.88,15.49,2,72,1,2,0,0
8330,54,South,50,1,106.64,17.13,9,89,3,1,0,0
8331,19,North,51,1,122.15,30.75,6,27,0,2,0,0
8332,32,South,35,0,101.49,23.45,9,41,1,3,0,0
8333,58,South,8,1,80.23,39.25,4,30,3,3,0,0
8334,19,South,60,1,90.3,33.7,7,6,0,2,1,0
8335,74,South,8,1,108.65,31.25,6,5,1,3,0,0
8336,41,South,35,1,122.34,11.42,6,75,2,1,1,0
8337,40,North,13,0,72.51,29.22,2,17,0,2,1,1
8338,48,West,61,0,117.39,26.69,4,47,2,1,0,0
8339,54,East,41,1,105.41,41.51,8,81,0,0,1,0
8340,44,North,37,1,84.86,35.22,6,49,0,0,0,0
8341,68,North,23,0,51.82,34.17,1,50,0,0,0,0
8342,72,North,56,0,68.17,20.6,5,47,0,3,0,0
8343,29,North,15,0,67.57,24.68,4,38,2,4,0,0
8344,58,North,52,0,79.01,26.92,4,34,0,0,0,0
8345,35,North,69,1,105.82,40.28,5,38,1,3,0,0
8346,74,West,19,1,87.9,38.33,5,80,1,0,0,0
8347,32,West,49,0,97.37,28.82,6,58,0,4,0,0
8348,34,West,22,0,62.79,27.15,8,68,3,3,0,1
8349,58,East,67,0,82.77,23.46,1,82,1,2,1,0
8350,62,East,64,0,84.78,32.21,8,22,2,5,0,0
8351,25,East,23,0,85.31,11.61,4,49,2,2,0,0
8352,49,West,17,0,67.45,19.97,4,57,0,0,1,0
8353,37,East,6,1,87.2,47.73,5,4,1,0,0,0
8354,52,East,50,0,108.3,19.62,3,114,0,4,0,0
8355,49,West,66,0,135.65,24.37,4,49,1,4,0,0
8356,74,East,11,1,95.11,46.1,11,21,0,0,0,0
8357,71,North,58,0,97.12,23.99,3,81,1,2,0,0
8358,55,North,54,1,89.23,28.33,5,62,3,4,0,0
8359,56,South,34,0,82.53,34.59,3,45,2,1,0,0
8360,69,North,16,1,88.93,32.69,6,38,0,3,0,0
8361,28,North,47,1,116.88,33.23,2,16,0,2,0,0
8362,59,North,43,1,95.62,19.16,6,25,1,2,0,0
8363,62,South,58,1,112.01,33.98,6,18,0,0,0,0
8364,25,West,41,1,109.58,40.46,5,82,0,2,0,0
8365,68,South,4,1,110.48,31.55,4,48,3,0,1,0
8366,57,North,15,0,90.96,14.75,4,18,1,3,0,1
8367,37,South,28,1,112.99,31.16,5,26,2,4,0,0
8368,45,South,35,1,108.41,30.08,11,84,0,0,0,0
8369,45,East,25,0,66.03,22.97,4,11,1,0,0,0
8370,70,East,63,0,102.4,20.86,3,25,2,2,0,0
8371,73,North,20,1,78.42,48.32,3,10,1,2,1,0
8372,63,South,49,0,81.41,27.42,3,69,1,2,1,0
8373,55,North,26,0,99.68,11.08,2,57,2,4,0,1
8374,23,East,71,1,123.57,35.57,9,0,0,2,0,0
8375,70,West,66,1,116.41,34.68,6,19,0,1,0,0
8376,25,West,56,1,113.34,44.56,5,79,1,5,0,1
8377,27,North,55,1,106.09,33.75,3,51,0,0,0,0
8378,21,East,46,1,70.66,33.52,6,66,1,1,0,0
8379,72,West,42,1,82.03,49.9,4,15,1,0,0,0
8380,46,West,40,0,89.26,16.45,5,28,0,1,1,0
8381,31,North,2,0,47.19,31.38,7,87,1,2,0,1
8382,22,South,67,1,111.89,35.51,14,63,0,3,1,0
8383,41,North,70,0,76.59,20.99,3,21,1,1,0,0
8384,59,North,38,0,68.22,19.82,2,72,0,3,0,1
8385,74,East,62,1,110.94,45.87,6,50,0,1,0,0
8386,49,South,29,0,88.36,28.72,5,64,1,1,0,0
8387,52,North,8,0,80.86,29.81,1,57,2,4,0,0
8388,65,West,60,1,98.98,42.12,6,81,1,2,0,0
8389,69,South,37,0,83.1,27.74,0,101,3,4,0,1
8390,33,West,67,0,72.12,16.51,6,96,0,1,0,0
8391,74,West,16,1,88.85,22.43,8,1,3,2,0,0
8392,47,West,35,1,111.8,47.32,10,44,1,3,0,0
8393,71,East,48,0,82.99,26.66,4,39,0,3,1,0
8394,24,North,10,1,104.74,35.63,6,0,1,1,0,0
8395,23,North,71,0,108.05,39.44,4,113,0,1,1,0
8396,68,West,44,1,105.62,26.49,3,64,1,1,0,0
8397,56,North,13,1,82.75,14.81,5,63,3,0,0,0
8398,27,South,53,0,78.49,10.51,8,76,0,5,0,0
8399,69,East,63,1,89.63,30.75,8,28,2,0,0,0
8400,23,North,27,0,54.07,25.94,5,74,0,6,0,0
8401,56,North,44,0,96.92,36.13,2,22,1,4,0,0
8402,29,South,54,1,129.71,41.75,9,42,3,2,0,0
8403,22,South,11,0,49.28,4.51,2,10,2,4,0,0
8404,63,East,38,1,100.02,57.41,6,37,0,3,1,0
8405,66,North,40,1,76.38,31.72,5,10,0,1,0,0
8406,24,South,22,0,56.35,34.82,3,52,0,4,1,0
8407,23,North,22,0,74.9,29.37,3,73,2,0,0,0
8408,53,East,45,0,74.72,25.04,4,27,0,1,0,0
8409,19,North,54,1,78.26,33.1,5,41,0,2,1,0
8410,60,North,28,0,99.78,16.1,5,16,0,0,0,0
8411,70,West,11,0,64.76,14.7,5,54,2,2,0,1
8412,60,North,56,1,91.43,33.67,4,6,2,1,0,1
8413,31,East,13,1,88.42,23.89,7,75,1,3,0,1
8414,28,North,1,0,59.29,38.18,3,34,2,2,1,1
8415,56,North,23,0,77.83,25.78,6,53,0,3,0,0
8416,21,South,59,1,104.4,51.74,3,4,2,1,0,0
8417,48,West,54,1,111.71,31.52,7,18,1,1,0,0
8418,43,South,22,0,85.15,20.28,5,92,2,1,0,1
8419,60,North,37,1,78.73,39.73,6,30,0,1,0,0
8420,29,South,69,0,84.1,22.93,3,93,3,2,0,1
8421,61,South,52,1,118.59,42.78,4,82,1,3,0,0
8422,57,West,54,1,98.73,46.51,3,45,1,1,0,0
8423,31,West,7,0,62.27,33.79,3,27,0,3,0,0
8424,38,South,18,1,81.94,45.92,6,27,2,2,0,0
8425,21,South,8,1,77.88,41.54,7,55,1,2,0,0
8426,43,South,70,0,87.61,20.61,6,91,0,1,0,0
8427,32,West,25,0,53.62,34.12,7,61,0,4,0,1
8428,24,South,36,0,84.89,30.58,2,54,2,3,1,0
8429,49,North,40,0,95.93,20.06,1,72,1,2,0,0
8430,50,West,38,1,96.35,31.07,6,87,1,1,0,1
8431,22,West,4,0,76.24,24.27,2,77,1,4,0,0
8432,28,South,65,0,85.13,33.89,4,66,2,5,0,1
8433,22,South,28,1,85.75,35.94,4,66,3,1,0,0
8434,56,East,66,0,99.16,24.95,2,27,1,5,1,0
8435,37,West,55,0,93.91,23.73,3,93,0,2,0,1
8436,22,South,50,1,103.31,32.17,6,7,1,2,0,0
8437,28,South,50,1,115.15,25.69,5,72,1,2,0,0
8438,73,South,70,0,75.7,31.36,1,75,0,3,1,0
8439,32,South,22,1,86.44,26.86,6,1,2,0,0,0
8440,57,North,24,1,106.47,35.54,3,12,0,1,0,0
8441,44,East,48,1,118.43,31.73,8,83,1,3,0,0
8442,28,North,17,0,81.04,31.13,3,31,1,5,0,0
8443,35,South,58,1,124.31,32.26,6,29,0,2,0,0
8444,18,West,3,1,75.91,26.95,10,88,1,3,0,0
8445,60,South,64,1,86.42,42.91,5,60,0,1,0,1
8446,37,South,25,1,88.62,28.39,10,5,1,1,0,0
8447,46,West,1,1,90.04,36.24,9,10,1,2,0,0
8448,26,North,43,1,113.49,45.19,8,12,2,1,0,0
8449,64,West,20,0,62.11,19.16,2,59,0,5,3,1
8450,30,North,22,1,76.48,34.17,5,38,1,1,0,0
8451,50,South,35,0,64.47,21.55,7,77,2,4,0,1
8452,67,East,42,1,92.84,36.05,6,6,1,1,0,0
8453,58,South,10,0,36.54,24.45,5,75,1,1,0,0
8454,52,South,4,0,54.09,32.36,5,56,2,2,2,0
8455,68,North,33,1,97.22,30.03,7,67,1,0,0,0
8456,28,East,26,0,71.53,35.19,4,94,2,2,0,1
8457,72,North,42,1,96.05,47.84,7,64,0,2,0,0
8458,49,West,54,0,76.66,27.05,2,43,1,4,0,0
8459,41,East,44,1,93.41,28.68,3,78,0,1,0,0
8460,32,South,8,1,75.67,34.67,11,50,3,2,0,0
8461,60,North,71,0,106.08,24.0,2,87,0,1,1,0
8462,73,South,51,0,85.49,39.18,4,63,1,4,0,1
8463,57,East,4,0,109.5,24.17,4,74,2,1,1,0
8464,19,North,55,0,82.51,36.06,2,46,1,5,0,0
8465,44,East,63,1,118.07,35.89,8,18,1,2,0,0
8466,59,North,41,1,95.85,35.37,1,83,0,2,0,0
8467,40,North,60,0,84.98,22.16,6,94,0,2,0,0
8468,62,East,63,1,134.94,32.91,10,6,2,3,0,0
8469,58,North,69,1,129.46,42.12,6,70,2,1,0,0
8470,21,North,68,0,67.68,19.16,2,87,0,0,0,1
8471,49,East,14,0,51.66,32.68,4,99,0,1,1,1
8472,27,East,3,0,59.46,36.53,2,86,4,6,0,1
8473,45,North,47,1,95.74,30.27,9,52,0,0,1,0
8474,39,North,49,1,81.88,44.66,8,43,1,3,0,0
8475,63,South,41,0,82.24,33.39,3,31,0,4,0,0
8476,67,East,17,1,60.33,41.95,8,72,1,2,1,0
8477,44,South,68,0,95.9,19.91,3,88,1,4,0,1
8478,48,East,29,1,105.45,34.04,6,2,0,2,1,0
8479,53,East,53,0,99.59,24.03,4,52,0,0,0,0
8480,55,West,45,0,80.34,41.73,4,57,1,4,2,0
8481,54,South,64,1,134.66,34.92,9,75,0,0,0,0
8482,62,North,51,1,110.47,33.53,8,82,0,0,0,0
8483,73,North,46,1,115.69,25.82,4,35,1,0,0,0
8484,65,North,60,0,78.96,17.23,4,78,0,3,1,0
8485,25,South,4,1,104.82,29.53,6,36,0,0,0,0
8486,45,West,51,0,85.46,27.89,4,108,1,2,0,0
8487,44,South,42,0,104.65,13.61,5,81,0,4,0,0
8488,47,North,56,0,108.37,19.67,4,80,3,3,0,0
8489,48,South,16,1,91.86,20.11,8,39,2,2,0,0
8490,58,West,43,0,87.59,36.22,3,15,0,1,0,0
8491,41,North,21,0,67.8,25.85,0,24,1,3,0,0
8492,33,East,9,1,72.21,37.48,7,86,2,0,0,0
8493,44,West,41,0,89.43,16.28,9,18,1,1,0,0
8494,66,South,2,1,89.16,44.29,9,42,1,1,0,0
8495,35,East,7,1,59.22,47.02,10,12,0,2,0,0
8496,19,South,38,1,97.76,35.54,8,89,1,1,0,0
8497,73,North,64,1,125.02,31.17,5,63,0,1,0,0
8498,29,South,51,1,127.49,39.42,10,57,0,0,0,0
8499,52,North,2,0,71.88,30.88,5,42,2,3,0,0
8500,63,East,8,0,41.24,31.96,4,78,0,2,0,1
8501,33,West,31,1,79.68,40.31,4,47,1,2,0,0
8502,37,South,31,1,90.31,42.71,10,23,1,1,0,0
8503,33,East,3,1,102.48,29.46,8,32,1,3,0,0
8504,26,North,19,1,80.39,42.3,12,33,2,2,0,0
8505,26,North,10,1,100.88,31.37,7,18,1,5,0,0
8506,28,East,41,1,91.15,14.92,6,0,5,2,0,0
8507,44,North,47,0,91.49,21.3,6,29,0,1,1,0
8508,48,West,28,0,59.9,20.57,1,96,1,4,0,0
8509,18,North,41,0,77.59,26.93,5,28,0,4,0,0
8510,66,West,15,1,70.53,41.7,4,33,1,2,0,0
8511,56,South,61,1,132.15,36.54,4,15,1,1,0,0
8512,22,South,1,1,70.08,51.07,4,5,3,5,0,0
8513,66,East,36,1,74.79,30.8,11,3,1,1,0,0
8514,19,South,23,0,47.11,9.1,5,6,0,3,0,0
8515,49,North,33,0,75.22,27.22,5,39,0,2,0,0
8516,44,West,37,1,91.63,30.64,6,27,0,0,0,0
8517,46,South,46,0,92.73,16.31,1,104,1,2,1,1
8518,72,North,66,0,89.47,22.62,2,101,0,3,0,1
8519,70,South,40,1,117.49,28.73,6,50,0,2,1,0
8520,33,East,17,0,62.72,19.52,3,5,1,2,1,1
8521,51,East,38,0,94.4,37.18,2,95,0,5,0,0
8522,72,West,37,1,84.21,35.99,9,41,0,1,0,0
8523,59,East,62,0,68.45,22.88,4,40,1,2,0,1
8524,68,North,41,1,88.15,47.78,7,66,2,1,0,0
8525,42,North,62,0,74.07,22.64,3,40,0,1,0,0
8526,34,North,47,1,84.89,25.16,9,27,0,1,0,0
8527,47,East,41,0,86.7,14.39,2,71,2,2,1,0
8528,64,North,24,0,68.04,24.36,4,60,0,2,0,0
8529,70,East,19,0,71.63,11.86,9,68,0,3,0,0
8530,57,East,8,1,91.91,25.62,5,30,1,3,0,0
8531,58,West,39,1,74.21,31.95,3,25,0,0,0,0
8532,47,North,66,0,101.55,34.06,2,16,2,5,0,0
8533,36,North,1,0,42.42,35.33,2,43,1,5,0,0
8534,42,West,68,0,85.35,30.28,5,5,0,3,0,0
8535,46,East,62,1,82.62,34.97,4,1,2,0,0,0
8536,64,South,32,1,105.82,30.44,10,70,5,2,0,1
8537,49,East,23,1,66.16,38.11,8,44,2,1,0,1
8538,63,West,42,0,63.0,39.26,1,101,0,3,0,0
8539,19,North,61,0,73.59,26.13,3,10,0,2,0,0
8540,61,West,3,1,79.57,31.3,9,26,0,1,0,0
8541,46,North,32,1,93.61,33.74,9,85,3,0,0,0
8542,74,West,4,1,94.18,32.87,4,88,0,1,0,1
8543,44,North,46,0,81.43,29.39,0,76,1,4,0,0
8544,45,North,6,0,77.49,18.89,5,12,1,2,1,0
8545,25,North,23,1,97.19,38.25,5,4,1,1,1,0
8546,63,West,53,0,72.32,29.55,2,68,1,4,1,0
8547,57,West,54,1,96.99,37.75,6,25,0,1,0,0
8548,67,South,17,0,91.16,16.31,4,41,2,3,0,1
8549,23,South,37,0,96.91,23.8,3,71,1,2,0,0
8550,30,North,14,1,99.36,30.79,9,41,2,1,0,0
8551,67,North,43,1,115.83,34.41,12,13,0,2,0,0
8552,20,West,1,1,87.48,29.67,4,33,1,2,0,0
8553,46,North,58,1,114.03,44.95,3,47,1,2,0,0
8554,41,West,2,1,81.75,36.5,4,3,2,1,0,0
8555,71,West,44,0,107.48,12.05,4,40,1,5,1,1
8556,66,North,29,1,87.53,24.36,5,76,0,5,0,0
8557,69,South,16,1,91.6,44.64,6,28,0,5,0,0
8558,34,West,39,1,73.88,33.56,11,71,0,1,1,0
8559,51,West,11,1,64.04,31.88,6,38,2,0,0,0
8560,57,East,42,0,108.23,34.03,3,22,0,1,0,0
8561,73,North,46,0,92.25,23.79,1,79,0,2,1,0
8562,18,North,33,0,73.31,15.44,6,89,0,2,0,1
8563,73,West,26,0,74.17,15.98,4,80,1,5,0,1
8564,38,South,33,0,56.13,30.02,1,60,1,3,0,0
8565,25,East,68,0,87.58,41.24,6,42,0,3,1,0
8566,53,East,54,1,85.13,41.72,5,16,2,3,0,1
8567,62,South,1,0,56.07,21.94,1,57,2,3,0,1
8568,25,North,21,0,80.7,23.19,3,50,0,3,0,0
8569,20,South,2,0,67.8,25.39,4,72,1,6,1,1
8570,69,West,17,0,92.34,8.84,4,22,2,1,0,0
8571,71,South,56,0,92.42,25.19,0,60,0,2,0,1
8572,26,North,61,0,53.32,29.67,3,31,2,3,0,0
8573,69,West,33,0,105.76,39.18,2,82,0,2,0,1
8574,69,East,49,0,71.89,33.73,5,56,0,3,0,1
8575,74,East,27,0,75.93,40.44,4,21,4,5,1,0
8576,30,West,34,1,98.53,48.44,6,73,0,4,0,0
8577,50,South,59,0,93.11,36.16,4,65,1,2,0,0
8578,74,West,20,1,90.72,35.21,6,48,1,1,0,0
8579,69,West,23,0,72.49,27.76,5,100,2,3,1,0
8580,52,South,10,0,45.18,11.64,3,52,1,3,0,1
8581,29,South,16,0,106.8,26.04,4,89,1,4,0,0
8582,22,North,3,1,91.27,39.53,9,72,1,1,0,1
8583,32,East,58,1,109.78,32.73,6,62,0,3,0,0
8584,21,East,61,0,118.13,12.67,5,87,0,3,0,0
8585,29,South,30,0,58.92,37.66,8,36,4,1,0,0
8586,22,West,43,0,94.53,28.25,1,80,0,6,0,1
8587,61,South,18,1,80.67,48.76,9,26,3,2,0,0
8588,51,West,4,0,68.03,30.94,2,56,0,2,1,0
8589,47,East,37,1,104.87,45.95,7,41,1,2,0,0
8590,64,South,12,1,50.95,44.3,11,20,0,0,0,0
8591,41,North,61,1,89.03,29.56,8,58,0,1,1,0
8592,40,East,20,1,113.8,30.93,10,11,1,3,0,0
8593,29,East,53,0,82.72,21.57,2,84,2,0,0,0
8594,43,North,19,1,119.52,27.27,6,56,0,3,0,0
8595,27,West,9,0,84.15,39.12,2,110,1,2,0,1
8596,51,South,39,1,96.2,35.34,6,78,0,2,0,0
8597,74,South,14,0,62.37,28.68,9,23,0,2,0,0
8598,48,West,29,0,99.23,14.35,7,87,0,3,0,0
8599,35,South,21,0,102.05,31.55,4,17,3,2,0,0
8600,57,East,63,1,107.2,31.72,3,38,2,0,0,0
8601,64,East,36,0,101.07,35.09,10,92,2,2,0,0
8602,44,North,52,1,121.45,29.52,9,14,0,2,1,0
8603,32,South,42,0,99.04,35.66,4,73,2,3,1,0
8604,58,North,65,0,94.02,32.53,4,96,0,1,0,0
8605,28,North,32,1,85.91,31.27,13,22,1,2,0,0
8606,74,East,62,0,75.18,36.34,6,60,1,3,0,0
8607,36,North,64,1,92.44,44.19,3,1,1,2,0,0
8608,37,West,66,0,121.66,28.92,0,51,2,5,0,0
8609,59,South,50,0,85.16,17.05,3,59,2,1,0,1
8610,18,South,70,0,77.83,31.4,2,31,1,0,1,0
8611,29,West,53,0,101.54,25.53,6,58,0,5,0,0
8612,25,South,23,0,64.32,25.39,0,84,0,0,0,0
8613,40,East,12,0,56.24,25.59,3,67,0,2,0,1
8614,49,East,15,0,98.52,24.76,4,27,1,0,1,0
8615,28,West,41,0,60.54,18.08,9,18,0,2,0,0
8616,37,North,12,1,89.53,22.88,12,60,2,4,0,1
8617,62,North,17,0,59.64,11.23,7,21,2,3,0,0
8618,71,West,45,1,91.24,37.39,10,68,0,2,0,0
8619,18,North,24,0,50.04,5.61,4,26,0,5,0,0
8620,53,East,49,1,105.39,40.81,12,21,2,2,0,0
8621,19,East,71,1,102.39,39.05,7,16,1,2,0,0
8622,47,East,7,1,92.37,32.58,7,28,0,4,0,0
8623,68,West,46,1,102.29,43.21,8,48,0,0,0,0
8624,63,West,59,1,104.81,32.92,4,42,1,0,0,0
8625,31,North,10,0,51.97,28.35,5,91,1,4,1,0
8626,32,East,56,0,109.46,9.33,2,59,2,3,0,0
8627,62,East,37,1,109.54,17.07,3,38,2,1,0,0
8628,64,South,45,1,92.28,33.12,10,63,2,3,0,0
8629,34,West,4,1,61.61,38.38,11,62,1,0,0,0
8630,18,South,31,1,67.18,42.6,2,6,0,1,0,1
8631,43,North,27,0,90.56,23.58,3,72,3,2,2,0
8632,53,West,11,1,99.14,36.97,6,66,1,2,0,1
8633,43,West,55,1,123.2,41.29,10,57,0,0,0,0
8634,71,North,36,1,96.2,33.98,7,82,1,5,1,0
8635,64,East,63,1,123.59,39.7,8,9,0,3,0,0
8636,62,North,12,0,81.41,15.97,7,85,4,3,0,1
8637,19,North,52,1,104.95,21.75,6,57,0,1,0,0
8638,66,North,43,1,96.13,30.73,8,27,0,3,0,0
8639,61,West,47,0,68.86,31.2,2,30,0,2,0,0
8640,40,North,23,0,77.89,19.31,4,91,2,2,0,0
8641,51,North,50,0,93.39,30.21,0,66,0,2,1,0
8642,64,East,18,0,62.9,16.78,2,48,2,3,0,0
8643,69,South,55,1,103.17,30.34,4,27,0,1,0,0
8644,49,North,32,1,92.74,36.94,6,6,2,1,0,0
8645,20,North,35,0,89.37,19.66,1,33,2,1,0,0
8646,53,West,42,1,80.39,31.02,3,21,0,1,0,0
8647,56,East,6,0,46.42,4.13,5,100,0,2,0,1
8648,21,East,27,0,57.21,31.71,3,95,0,2,0,0
8649,64,North,15,1,85.27,34.05,5,19,3,1,0,0
8650,29,South,69,0,99.23,17.44,3,47,0,4,0,0
8651,68,West,30,0,58.97,39.66,4,76,0,1,0,0
8652,49,North,1,1,94.14,28.69,7,85,1,2,0,0
8653,36,North,2,1,102.94,30.88,8,81,2,2,0,0
8654,21,South,65,0,98.71,17.31,7,78,0,2,1,0
8655,19,South,12,0,82.84,33.83,4,93,1,2,0,0
8656,60,North,1,1,66.77,46.47,7,15,1,1,0,0
8657,39,West,16,1,74.63,45.67,7,29,0,3,0,0
8658,65,South,16,0,75.72,35.59,3,73,3,3,0,0
8659,31,East,6,0,62.42,20.22,5,38,1,2,0,1
8660,70,North,71,1,102.1,48.38,5,87,1,2,0,0
8661,71,East,5,1,103.88,33.44,4,38,2,4,1,1
8662,23,East,52,0,90.48,12.66,4,93,0,1,0,0
8663,54,West,60,0,100.53,21.59,1,26,1,4,0,0
8664,71,South,46,1,92.89,37.61,2,67,0,2,1,0
8665,36,West,10,0,90.2,19.84,6,63,0,2,0,0
8666,21,South,52,1,103.66,36.18,11,16,0,0,0,0
8667,67,East,24,0,87.29,29.29,6,116,2,2,1,1
8668,45,West,29,0,65.76,28.28,3,33,1,0,0,0
8669,19,East,18,1,91.53,40.24,4,59,2,1,0,0
8670,65,East,56,1,116.37,33.56,5,42,1,0,0,0
8671,56,West,42,0,110.93,19.18,5,36,1,1,0,0
8672,22,West,11,1,78.9,23.24,9,24,0,1,0,1
8673,32,North,29,0,77.54,24.3,2,83,0,6,0,0
8674,19,North,57,0,97.38,20.7,6,27,1,4,1,0
8675,72,East,67,1,92.28,34.05,7,41,0,1,0,0
8676,19,West,67,1,80.88,18.44,12,7,0,2,0,0
8677,63,South,10,1,70.06,22.85,7,0,1,2,0,0
8678,47,South,61,1,125.01,39.08,7,35,1,2,0,0
8679,51,South,41,1,126.25,21.92,14,85,1,0,0,0
8680,64,North,53,1,92.66,33.48,8,25,2,1,0,0
8681,69,North,28,1,75.75,28.35,6,31,1,0,0,0
8682,25,North,47,1,126.52,27.85,8,81,0,0,0,1
8683,19,North,19,1,81.02,35.68,5,57,2,1,0,0
8684,25,East,37,0,72.92,25.23,7,100,1,2,0,0
8685,56,South,17,1,110.39,39.37,10,57,0,2,0,0
8686,50,North,29,1,113.92,26.18,10,76,0,1,0,0
8687,22,South,29,0,88.51,17.92,1,93,2,4,0,0
8688,31,South,62,1,85.33,43.99,7,52,1,1,0,0
8689,48,South,45,1,83.62,33.2,6,46,0,0,1,0
